RECORD,CAMIS,DBA,BUILDING,STREET,ZIPCODE,BORO,PHONE,CUISINE_DESCRIPTION,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
44173,50119564,HOMEMADE TAQUERIA,999,COLUMBUS AVENUE,10025,Manhattan,2124193866,Mexican,40.80125641,-73.96139169,107,7,19300,1055739,1018450001,MN09
44175,50112765,KUNG FU TEA,30-10,34 STREET,11103,Queens,9173961734,Coffee/Tea,40.76525913,-73.91941021,401,22,6300,4009055,4006250149,QN70
44185,50150262,NOMAD,30,VANDAM STREET,10013,Manhattan,9179692071,Sandwiches,40.72635836,-74.00501497,102,3,3700,1007818,1005050014,MN24
44191,50073478,CARVEL,5803,5 AVENUE,11220,Brooklyn,3472070570,Frozen Desserts,40.6405229,-74.01506511,307,38,10200,3016045,3008560007,BK34
44194,50111280,PLANTSHED COFFEE BAR,723,AMSTERDAM AVENUE,10025,Manhattan,9172078320,Coffee/Tea,40.79356563,-73.97070674,107,7,18100,1032587,1012267502,MN12
44207,41220219,NEW PEKING RESTAURANT,26,EAST  183 STREET,10453,Bronx,7185633520,Chinese,40.85852407,-73.90320961,205,14,23900,2014065,2031860063,BX40
44209,41543097,RUBBY PIZZERIA RESTAURANT,862,10 AVENUE,10019,Manhattan,2127573707,Latin American,40.76879194,-73.98877589,104,6,13900,1026876,1010660064,MN15
44221,50107966,ROOM 205,205,8 STREET,11215,Brooklyn,3475784489,Coffee/Tea,40.67120447,-73.98872028,306,39,12100,3021815,3009970050,BK37
44222,50101367,UDON LAB,43,WEST   32 STREET,10001,Manhattan,6463835338,Korean,40.74767903,-73.98672952,105,4,7600,1015843,1008340016,MN17
44230,50078218,MEAL MART,72-10,MAIN STREET,11367,Queens,7182613300,Jewish/Kosher,40.7263461,-73.82166908,408,24,77902,4143394,4066210002,QN37
44247,40591269,STARBUCKS,195,BROADWAY,10007,Manhattan,2123851104,Coffee/Tea,40.71052901,-74.00937828,101,1,1300,1001227,1000800001,MN25
44251,50133139,FLAVOR LAKAY,5601,CLARENDON ROAD,11203,Brooklyn,7186002624,Caribbean,40.644816,-73.923675,317,45,94600,3105570,3047670042,BK96
44252,41457591,ROSSY'S BAKERY & COFFEE SHOP,242,EAST    3 STREET,10009,Manhattan,2122532424,Spanish,40.72221245,-73.98191477,103,2,2202,1004594,1003850026,MN28
44256,50009667,EL GRAN CASTILLO DE JAGUA,355,FLATBUSH AVENUE,11238,Brooklyn,7186228700,Latin American,40.6768861,-73.97223632,308,35,16300,3029032,3011640010,BK64
44264,41180080,WOLFGANG'S STEAKHOUSE,409,GREENWICH STREET,10013,Manhattan,2129250350,Steakhouse,40.72120611,-74.00996061,101,1,3900,1002799,1002147504,MN24
44275,50105954,LUNA PIZZA,4006,BOSTON ROAD,10475,Bronx,3472107081,Pizza,40.88444413,-73.83285597,212,12,46202,2072483,2052630059,BX13
44285,41166368,SHOWPLACE PIZZA,141,EAST SERVICE ROAD,10314,Staten Island,7184772695,Pizza,40.58877641,-74.19257271,502,50,29102,5134938,5026380060,SI05
44302,50043130,RAKU,342,EAST    6 STREET,10003,Manhattan,2122281324,Asian/Asian Fusion,40.72693693,-73.98747329,103,2,3800,1084903,1004470028,MN22
44312,50125452,SMOKIN' JOE,135,WEST   50 STREET,10020,Manhattan,8458737831,Asian/Asian Fusion,40.76036734,-73.98153257,105,4,13100,1022708,1010030005,MN17
44319,50119717,CHARLOTTE CAFE,605,2 AVENUE,10016,Manhattan,3473187107,American,40.74425188,-73.97626089,106,2,7000,1020121,1009140027,MN20
44330,50109028,KENNEDY CHICKEN,1915,WASHINGTON AVENUE,10457,Bronx,3478620658,American,40.84725787,-73.8979417,206,15,39500,2011246,2030340046,BX01
44336,50144908,WONDER,493,5 AVENUE,11215,Brooklyn,9088086982,American,40.66749892,-73.98768276,306,39,13900,3022920,3010230001,BK37
44340,50043205,SURFISH BISTRO,550,3 AVENUE,10016,Manhattan,7187888070,Peruvian,40.74731518,-73.97697078,106,4,8000,1018965,1008920043,MN20
44345,41275275,WHISKEY TOWN,29,EAST    3 STREET,10003,Manhattan,2125057344,American,40.72579539,-73.99037062,103,2,3800,1006578,1004590035,MN22
44354,50148883,MOLLY TEA,37-11C,PRINCE STREET,11354,Queens,9177023085,Coffee/Tea,40.76045557,-73.83276041,407,20,87100,4112279,4049740005,QN22
44366,40705983,MI PUEBLITO COMIDA TIPICA MEXICANA,111,EAST  167 STREET,10452,Bronx,7185884023,Mexican,40.83495077,-73.91899299,204,16,19700,2002850,2024650001,BX63
44368,41154370,HENRICA'S RESTAURANT,138-89,FRANCIS LEWIS BOULEVARD,11422,Queens,7185277355,Caribbean,40.66676053,-73.7366327,413,31,63800,4284730,4132560010,QN05
44380,50059513,THE TRESTLE,34-02,BROADWAY,11106,Queens,3478080290,American,40.76077383,-73.9228702,401,22,5900,4008830,4006220041,QN70
44381,41289876,EL MONTANERO,55-21,MYRTLE AVENUE,11385,Queens,7183660400,Latin American,40.69993871,-73.9078298,405,34,55100,4082445,4034510011,QN20
44383,50068990,MCDONALD'S,840,ATLANTIC AVENUE,11238,Brooklyn,7187835466,Hamburgers,40.68170737,-73.96731645,308,35,20300,3424825,3011220001,BK64
44384,41636015,BOBWHITE COUNTER.,94,AVENUE C,10009,Manhattan,2122282972,Soul Food,40.72371885,-73.97910753,103,2,2602,1004466,1003760003,MN28
44389,50017329,JUS CHILL BAR & GRILL,589,NEW LOTS AVENUE,11207,Brooklyn,7185064040,Caribbean,40.66445771,-73.88716376,305,42,112400,3090722,3040890034,BK82
44390,50093770,RITENOW,8,EAST   38 STREET,10016,Manhattan,6468690143,American,40.75068666,-73.98211635,105,4,8200,1017224,1008670070,MN20
44396,50066837,PECKISH,49,WILLOUGHBY AVENUE,11205,Brooklyn,3476894969,Coffee/Tea,40.69162526,-73.97112312,302,35,18300,3399817,3020740001,BK68
44397,50068448,KUNG FU LITTLE STEAMED BUNS RAMEN,146,EAST   55 STREET,10022,Manhattan,2128048556,Chinese,40.75939864,-73.96958116,106,4,10000,1036497,1013090146,MN19
44398,50074140,SANDS OF PERSIA,25-01,STEINWAY STREET,11103,Queens,6318279595,Middle Eastern,40.76758123,-73.91197412,401,22,14300,4011399,4006840044,QN70
44401,50104822,167 EMPANADAS RD,109,EAST  167 STREET,10452,Bronx,9176707078,Sandwiches/Salads/Mixed Buffet,40.83497002,-73.91905079,204,16,19700,2002850,2024650001,BX63
44408,50052110,LEUCA / LITTLE FINO / WESTLIGHT,55,WYTHE AVENUE,11249,Brooklyn,6464427841,American,40.72246666,-73.95724539,301,33,55700,3399881,3022830001,BK73
44410,50082933,THIS IS SOFIVE,2021,PITKIN AVE,11207,Brooklyn,3477457544,American,40.67157141,-73.89806017,305,37,114400,3083780,3037180001,BK85
44421,50103040,THE GREY DOG,55,WEST   26 STREET,10010,Manhattan,6319872545,American,40.74458884,-73.9908984,105,3,5800,1015632,1008280001,MN13
44435,50072251,FRESH TACO,1701,PUTNAM AVENUE,11385,Queens,7188216563,Tex-Mex,40.70053321,-73.9064549,405,34,55100,4082690,4034600001,QN20
44440,50055040,GREGORY'S COFFEE,551,MADISON AVENUE,10022,Manhattan,6467070529,Coffee/Tea,40.76107385,-73.97322988,105,4,10200,1035770,1012910021,MN17
44450,50118243,SHAWARMA MIA,67,6 AVENUE,11217,Brooklyn,9172005962,Mediterranean,40.68065521,-73.97452058,308,35,16100,3028037,3011430014,BK64
44452,50046597,BODEGA 88,573,COLUMBUS AVENUE,10024,Manhattan,2127991602,Latin American,40.7875548,-73.97137747,107,6,17300,1031486,1012010063,MN12
44453,50106094,DUNKIN DONUTS BASKIN ROBBINS,254-20,HILLSIDE AVENUE,11004,Queens,3472166547,Coffee/Tea,40.73623277,-73.71332795,413,23,157903,4179652,4087820064,QN44
44455,50123431,TAZA HALAL EATS,216-19,LINDEN BOULEVARD,11411,Queens,7184813083,American,40.69612564,-73.74329243,413,27,59800,4244202,4113170001,QN33
44462,50004317,KENNEDY FRIED CHICKEN,2115,GRAND CONCOURSE,10453,Bronx,6465523988,Chicken,40.85439773,-73.90202273,205,14,23501,2013749,2031610018,BX41
44478,50048300,DYNASTY,147-18,NORTHERN BOULEVARD,11354,Queens,7189615381,Chinese,40.76515857,-73.8190919,407,20,116300,4113528,4050160027,QN51
44479,50050379,LANZHOU HANDMAKE NOODLE,136-20,ROOSEVELT AVENUE,11354,Queens,2155880557,Chinese,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
44488,40737045,FISHERMAN'S COVE,2025,CHURCH AVENUE,11226,Brooklyn,7182841879,Caribbean,40.65012387,-73.96067946,314,40,50801,3116556,3050810039,BK42
44489,50148508,RANCHO TULCINGO RESTAURANT,3127,HULL AVENUE,10467,Bronx,3478639726,Mexican,40.87279433,-73.87771857,207,11,42500,2097328,2033450001,BX43
44498,50094274,POMP & CIRCUMSTANCE,577,LORIMER STREET,11211,Brooklyn,6318726422,Mediterranean,40.71425662,-73.94941576,301,34,50100,3068653,3027560028,BK90
44510,50105094,ROSELLA,137,AVENUE A,10009,Manhattan,3479092698,Japanese,40.72699123,-73.98286235,103,2,3200,1082477,1004360030,MN22
44511,41400742,BURGER KING,3500,BOSTON POST ROAD,10469,Bronx,7185158738,Hamburgers,40.87706574,-73.84622526,212,12,35800,2060247,2047230066,BX03
44529,40399886,DUNKIN',69-08,GRAND AVENUE,11378,Queens,7182479530,Donuts,40.72607441,-73.89505048,405,30,49302,4062593,4027910003,QN30
44531,50117601,MCDONALDS,2800,ATLANTIC AVENUE,11207,Brooklyn,5168723700,American,40.67648347,-73.89090715,305,37,119800,3088276,3039620009,BK82
44532,50011080,AZOGUENITA BAKERY & RESTAURANT,40-26,NATIONAL STREET,11368,Queens,7184262900,Latin American,40.74907194,-73.86299753,404,21,40500,4048539,4019740018,QN26
44544,50088201,LODUCA PIZZA,14,NEWKIRK PLAZA,11226,Brooklyn,7188591501,Pizza,40.63500356,-73.96274928,314,45,52000,3121186,3052360022,BK42
44548,40391808,IHOP,254-02,ROCKAWAY BOULEVARD,11422,Queens,7189786689,Pancakes/Waffles,40.63559039,-73.74011778,413,31,66400,4292125,4139210001,QN05
44551,50128318,JOOY TEA SHOPPE,2049,86 STREET,11214,Brooklyn,7183332888,"Juice, Smoothies, Fruit Salads",40.60387275,-73.99702897,311,47,28800,3165862,3063460059,BK28
44557,50045945,SUBWAY,52,VANDERBILT AVENUE,10017,Manhattan,2126732500,Sandwiches,40.75402891,-73.97721389,105,4,9400,1035375,1012790045,MN17
44561,50127495,ALL'ANTICO VINAIO,225,SULLIVAN STREET,10012,Manhattan,9176879577,Sandwiches,40.72951221,-73.99981238,102,1,6500,1008666,1005390009,MN23
44563,50124279,CHIHIRO TEA,552,LAGUARDIA PLACE,10012,Manhattan,6463794818,Coffee/Tea,40.72888364,-73.99825732,102,2,6500,1008650,1005377501,MN23
44566,40380520,ANNAM BRAHAM RESTAURANT,84-43,164 STREET,11432,Queens,7185232600,Indian,40.71335811,-73.80177422,408,24,44800,4446002,4098540004,QN35
44570,40392256,MCDONALD'S,40-18,MAIN STREET,11354,Queens,7189391881,American,40.7591202,-73.82993379,407,20,87100,4114124,4050360041,QN22
44572,50048298,"DUNKIN', 'BASKIN ROBBINS",3319,FULTON STREET,11208,Brooklyn,3474350286,Donuts,40.68342303,-73.87299053,305,37,117602,3092269,3041300071,BK83
44587,50107134,RED BAMBOO,140,WEST    4 STREET,10012,Manhattan,2122601212,Vegetarian,40.73137316,-74.00031391,102,1,6500,1008755,1005430047,MN23
44595,50047255,QUEENS BLVD PIZZERIA,89-04,QUEENS BOULEVARD,11373,Queens,7182055097,Pizza,40.73470798,-73.87446564,404,30,47500,4064743,4028550012,QN29
44599,50087771,LA NAPA,656,NOSTRAND AVENUE,11216,Brooklyn,3474350920,Spanish,40.67590688,-73.94994247,308,36,31500,3030663,3012190035,BK61
44605,50125310,PREVITI PIZZA,344,EAST   34 STREET,10016,Manhattan,8456612595,Pizza,40.74419661,-73.97452505,106,2,7000,1081681,1009390037,MN20
44608,50072337,SONBOBS,34-15,28 AVENUE,11103,Queens,9172024433,Bakery Products/Desserts,40.76726144,-73.91748719,401,22,6501,4009387,4006320070,QN70
44611,50058248,NACHO MACHO TACO,82,5 AVENUE,11217,Brooklyn,7186228282,Tex-Mex,40.68055705,-73.97766092,306,39,12901,3018668,3009340043,BK37
44623,50082831,FELIX ROASTING CO,450,PARK AVENUE SOUTH,10016,Manhattan,4085052521,Coffee/Tea,40.7448432,-73.98297684,105,2,7400,1087183,1008600045,MN17
44625,50144227,YUMPLING,49-11,VERNON BOULEVARD,11101,Queens,7187131839,Chinese,40.74325696,-73.95391189,402,26,700,4000234,4000420005,QN31
44631,50061316,SURF CITY,837,SURF AVENUE,11224,Brooklyn,7186764460,Pizza,40.57534664,-73.9770123,313,48,35000,3196567,3072680225,BK23
44635,50046283,HUMMUS KITCHEN,444,3 AVENUE,10016,Manhattan,2126960055,Jewish/Kosher,40.74362124,-73.97966425,106,2,7200,1018324,1008860048,MN20
44641,50011531,TERRAZA 7 TRAIN CAFE,40-19,GLEANE STREET,11373,Queens,3476023924,Latin American,40.74732247,-73.88179338,404,25,26901,4037072,4015030004,QN29
44655,41422458,PROVINI CAFE,1302,8 AVENUE,11215,Brooklyn,7183692154,Italian,40.6632464,-73.98131446,306,39,14900,3026494,3011000038,BK37
44659,50138556,LUIGI'S PIZZA AND TACOS,808,BURKE AVENUE,10467,Bronx,3472901381,Pizza,40.8713532,-73.86298687,212,12,34000,2055675,2045720025,BX07
44661,50132037,THE CORNER CHINESE RESTAURANT,698,9 AVENUE,10036,Manhattan,7403192198,Chinese,40.7620866,-73.98995383,104,3,12700,1025119,1010380061,MN15
44668,50114358,DUNKIN DONUTS,1006,1 AVENUE,10022,Manhattan,3477017760,American,40.75714075,-73.96375636,106,5,10601,1040460,1013670001,MN19
44673,50116258,MAMAN,429,AMSTERDAM AVENUE,10024,Manhattan,7184507160,French,40.78413622,-73.97758631,107,6,16500,1031999,1012110063,MN12
44678,50123997,L'AMI PIERRE,149,WEST   51 STREET,10019,Manhattan,3475140019,Other,40.76127589,-73.9817489,105,4,13100,1023157,1010040020,MN17
44680,50005299,ACEY DUCEY'S,101-17,METROPOLITAN AVENUE,11375,Queens,7185755055,American,40.71058712,-73.8516318,406,29,72900,4077080,4032200032,QN17
44691,50118137,DRAGON SUSHI,1272,AMSTERDAM AVENUE,10027,Manhattan,6462038419,Japanese,40.81105396,-73.95797218,109,7,21100,1059679,1019770035,MN09
44698,50070149,TEXAS CHICKEN & BURGER,1148,FLATBUSH AVENUE,11226,Brooklyn,3474139553,Chicken,40.64230008,-73.95741226,314,40,51602,3119596,3051860090,BK42
44711,50094286,BRICIOLA,14,BEDFORD STREET,10014,Manhattan,6466308317,Pizza,40.72907299,-74.00349258,102,3,6700,1008347,1005270007,MN23
44713,50091738,DOMINO'S (#3321),220,EAST  161 STREET,10451,Bronx,9176883778,Pizza,40.82609703,-73.92013117,204,16,6100,2002456,2024430090,BX14
44715,40574150,WHITESTONE BAGEL FACTORY,24-17,149 STREET,11357,Queens,7187627700,Sandwiches,40.77686258,-73.81757239,407,19,104700,4106161,4046750009,QN51
44717,50113961,POPEYES,918,MANHATTAN AVENUE,11222,Brooklyn,3479160204,Chicken,40.73070533,-73.95433193,301,33,57500,3064746,3025590007,BK76
44719,50099839,BAGEL PARLOR,14-37,150 STREET,11357,Queens,5166970092,Bakery Products/Desserts,40.78795305,-73.81347201,407,19,98700,4106237,4046780132,QN49
44720,40370167,BURGER KING,222-10,NORTHERN BOULEVARD,11361,Queens,7182251695,Hamburgers,40.76185912,-73.75919934,411,19,147100,4160989,4074740016,QN46
44739,50036594,NYCS FRIED CHICKEN,844,JAMAICA AVENUE,11208,Brooklyn,7182350555,Spanish,40.68947594,-73.87360278,305,37,118201,3327204,3041060031,BK83
44745,50120409,GAI CHICKEN & RICE,118,FULTON STREET,10038,Manhattan,6464766565,Thai,40.71003235,-74.00740518,101,1,1502,1090115,1000780047,MN25
44754,50048233,LOTTE HOTEL EMPLOYEE CAFETERIA,455,MADISON AVENUE,10022,Manhattan,2128887000,American,40.75810725,-73.97539324,105,4,10200,1035462,1012860021,MN17
44755,50132086,WOODSIDE KITCHEN,76-10,WOODSIDE AVENUE,11373,Queens,7188983570,Chinese,40.74341806,-73.88867153,404,25,48300,4037785,4015220005,QN50
44768,41348662,SUBWAY,786,PORT RICHMOND AVENUE,10302,Staten Island,7187276222,Sandwiches,40.62511334,-74.14509381,501,49,24700,5026423,5011410001,SI28
44771,50014568,INSOMNIA COOKIES,304,WEST   14 STREET,10014,Manhattan,2153831320,Bakery Products/Desserts,40.73985994,-74.00281834,102,3,7700,1011707,1006290029,MN23
44776,50122106,W'S BAR AND RESTAURANT,7001,AMBOY ROAD,10307,Staten Island,7189489412,American,40.51584224,-74.23350214,503,51,24800,5088658,5080080014,SI11
44780,50010952,BILLY'S PIZZA PASTA,1626,BEDFORD AVENUE,11225,Brooklyn,7187597587,Pizza,40.66709603,-73.95637264,309,35,32500,3033790,3012870039,BK63
44784,41509061,THE JUNCTION,329,LEXINGTON AVENUE,10016,Manhattan,2126827700,American,40.74934093,-73.97756197,106,4,8000,1019158,1008940064,MN20
44785,50118799,DEAR FRIEND BOOKS,343A,TOMPKINS AVENUE,11216,Brooklyn,3038861808,American,40.68605453,-73.94444334,303,36,26500,3051471,3018200008,BK75
44789,50135439,CHOLITA,866,ONDERDONK AVENUE,11385,Queens,9173241248,Coffee/Tea,40.70176591,-73.90349939,405,30,55100,4082831,4034650027,QN20
44794,50109685,GREEN APPLE GOURMET,35-30,36 STREET,11106,Queens,6463926104,American,40.75568918,-73.92496961,401,26,5700,4009595,4006390037,QN70
44795,50111627,EL SABOR DE LA VIDA 517,517,51 STREET,11220,Brooklyn,3476234902,"Juice, Smoothies, Fruit Salads",40.6441932,-74.01031302,307,38,9800,3337248,3007920058,BK34
44801,50111720,KFC,57-17,QUEENS BOULEVARD,11377,Queens,7182055231,American,40.74193662,-73.90808904,402,26,25100,4031194,4013300034,QN63
44803,50120197,PIZZA HUT 40003,1980,AMSTERDAM AVENUE,10032,Manhattan,9179628786,Pizza,40.83358109,-73.94151904,112,7,24500,1062769,1021170041,MN36
44805,50042398,HAVE & MEYER,103,HAVEMEYER STREET,11211,Brooklyn,7184190722,Italian,40.71323572,-73.95649022,301,34,51900,3062692,3023840003,BK73
44833,50110250,RESTAURANT ASSOCIATES @ AIG,1271,AVENUE OF THE AMERICAS,10020,Manhattan,2127708303,American,40.76028202,-73.98015728,105,4,13100,1022709,1010030029,MN17
44835,50077336,EL ENCANTO DE LOLA 2,175,LENOX AVENUE,10026,Manhattan,3472776419,Mexican,40.80376276,-73.94841917,110,9,22000,1057494,1019037501,MN11
44839,50071782,MAD FOR CHICKEN,157-20,NORTHERN BOULEVARD,11354,Queens,7183213818,Korean,40.76369402,-73.8079737,407,20,117100,4119353,4052760024,QN51
44858,50001597,GRASS ROOTS JUICERY,336A,GRAHAM AVENUE,11211,Brooklyn,7184862838,"Juice, Smoothies, Fruit Salads",40.71422132,-73.94432599,301,34,49700,3068888,3027650003,BK90
44864,50104959,7 ELEPHANTS,221,EAST BROADWAY,10002,Manhattan,9293261203,Thai,40.71431369,-73.98696705,103,1,201,1003735,1002860040,MN28
44872,50085123,NACHO MACHO TACO,591,KNICKERBOCKER AVENUE,11221,Brooklyn,3479333715,Tex-Mex,40.69633412,-73.91399429,304,37,43500,3076840,3033620001,BK77
44894,50018160,JOE COFFEE,187,COLUMBUS AVENUE,10023,Manhattan,2128770244,Coffee/Tea,40.77508455,-73.9804778,107,6,15300,1028437,1011210001,MN14
44898,50051594,EDO ASIAN FUSION,2087,CONEY ISLAND AVENUE,11223,Brooklyn,7187087111,Japanese,40.60630653,-73.96179658,315,48,55400,3182844,3067940068,BK25
44899,40375616,ARTURO'S,1617,YORK AVENUE,10028,Manhattan,2125354480,Italian,40.77545297,-73.94747716,108,5,14401,1050540,1015650022,MN32
44906,50114974,RED TABLE CAFE,250,JORALEMON STREET,11201,Brooklyn,9177493639,American,40.69231188,-73.98965427,302,33,900,3002559,3002660050,BK09
44919,50147580,BLOSSOM’S SOUL FOOD FUSION,911,DEKALB AVENUE,11221,Brooklyn,9294176387,Soul Food,40.69261534,-73.94056495,303,36,28100,3049575,3017770040,BK35
44932,40382802,PARNELL'S PUB,350,EAST   53 STREET,10022,Manhattan,2127531761,Irish,40.7562384,-73.96595866,106,4,9800,1039803,1013450030,MN19
44950,41712453,MERRYLAND BUFFET,2496,ELM PLACE,10458,Bronx,7182208588,Chinese,40.86167502,-73.89388486,205,15,39902,2011040,2030230079,BX05
44954,40378579,ANDREW'S NYC DINER,463,7 AVENUE,10018,Manhattan,2126951962,American,40.75174161,-73.99005646,105,3,10900,1015222,1008110001,MN17
44959,50118012,BLUE RIBBON SUSHI BAR & GRILL,84,WILLIAM STREET,10038,Manhattan,2123154900,Japanese,40.7080204,-74.00793877,101,1,1502,1001113,1000680016,MN25
44964,50087757,CONVENE,1,LIBERTY PLAZA,10006,Manhattan,9175080443,American,40.70942272,-74.01110226,101,1,1300,1001068,1000627501,MN25
44974,50066030,L'OSTERIA,1219,LEXINGTON AVENUE,10028,Manhattan,6465246294,Italian,40.7772164,-73.95722815,108,5,14000,1047610,1015110020,MN40
44980,41525880,BEDAWI CAFE,266,PROSPECT PARK WEST,11215,Brooklyn,7184993444,Mediterranean,40.65851177,-73.98203303,307,39,16900,3016584,3008700041,BK40
44982,50116574,CESTRA'S PIZZERIA & RESTAURANT,3631,EAST TREMONT AVENUE,10465,Bronx,7185187900,Pizza,40.82832576,-73.82401084,210,13,16200,2076663,2054270008,BX52
44988,50164138,N25 NITRO TEA,61,LEXINGTON AVENUE,10010,Manhattan,6465595227,Coffee/Tea,40.74077279,-73.98353362,106,2,6800,1018105,1008817501,MN21
44989,50077821,HALAL DYNASTY,17233A,HILLSIDE AVE,11432,Queens,7182986888,Chinese,40.71215774,-73.78896528,408,24,45800,4210593,4098440101,QN06
45008,41273383,LA BELLA PIZZERIA,8509,20 AVENUE,11214,Brooklyn,7183730008,Pizza,40.60507498,-73.99774918,311,47,28800,3165827,3063460003,BK28
45022,40748959,IONA,180,GRAND STREET,11211,Brooklyn,7183848300,American,40.71431874,-73.96088673,301,34,55100,3062791,3023930013,BK73
45031,50114231,DESPANA,408,BROOME STREET,10013,Manhattan,3473072564,Tapas,40.72091009,-73.99782462,102,1,4500,1066733,1004827501,MN24
45034,50129485,YASUBEE,136-20,38 AVENUE,11354,Queens,7035098228,Japanese,40.76095422,-73.83027924,407,20,87100,4534816,4049787501,QN22
45041,41092078,AQUAVIT,65,EAST   55 STREET,10022,Manhattan,2123077311,Scandinavian,40.7607114,-73.97264164,105,4,10200,1035771,1012910028,MN17
45055,50100791,EL AZTECA Y EL GUANACO,4195,BROADWAY,10033,Manhattan,2127955400,Latin American,40.8481674,-73.93777959,112,10,26500,1064271,1021760070,MN36
45063,50114323,UFT - KITCHEN WORKS,52,BROADWAY,10004,Manhattan,3478317506,American,40.70648564,-74.01272483,101,1,900,1000814,1000220028,MN25
45071,50114687,KONDITORI,187,5 AVENUE,11217,Brooklyn,3472234102,Coffee/Tea,40.67694263,-73.98008483,306,39,13100,3019768,3009530010,BK37
45075,50143916,CHIP CITY,359,EAST   19 STREET,10003,Manhattan,6312036174,Bakery Products/Desserts,40.73478335,-73.98114999,106,2,6400,1077009,1009250033,MN21
45077,50156734,AROMA CAFE,4331,KATONAH AVENUE,10470,Bronx,9174557673,Coffee/Tea,40.89977476,-73.86761252,212,11,44902,2019250,2033790060,BX62
45081,41181395,DUNKIN',934,KINGS HIGHWAY,11223,Brooklyn,7186272450,Coffee/Tea,40.60705342,-73.96272892,315,44,41800,3177632,3066660110,BK25
45090,50081129,DUNKIN,1149,UTICA AVENUE,11203,Brooklyn,9178863304,Donuts,40.64483903,-73.92963511,317,45,84800,3327615,3047610037,BK96
45091,50147975,ASIAN FLAVORS,470,NOSTRAND AVENUE,11216,Brooklyn,9294241905,Asian/Asian Fusion,40.68286769,-73.95008506,303,36,24500,3052226,3018320051,BK75
